id,title,venue,year,authors,doi,Label,resolved_doi,openalex_id,primary_topic,primary_topic_score,topic_1,topic_1_score,topic_2,topic_2_score,topic_3,topic_3_score,keyword_1,keyword_1_score,keyword_2,keyword_2_score,keyword_3,keyword_3_score,topics_json,keywords_json,fetch_source
2189,Synchronization Synthesis for Network Programs.,cav,2017,"Jedidiah McClurg, Hossein Hojjat, Pavol Černý",10.1007/978-3-319-63390-9_16,2,10.1007/978-3-319-63390-9_16,https://openalex.org/W2735148652,Software-Defined Networks and 5G,0.9998999834060669,Software-Defined Networks and 5G,0.9998999834060669,Interconnection Networks and Systems,0.9987000226974487,Advanced Memory and Neural Computing,0.9976000189781189,Computer science,0.8744276165962219,Synchronization (alternating current),0.6638700366020203,Distributed computing,0.4060535132884979,"[{""id"": ""https://openalex.org/T10714"", ""display_name"": ""Software-Defined Networks and 5G"", ""score"": 0.9998999834060669}, {""id"": ""https://openalex.org/T10829"", ""display_name"": ""Interconnection Networks and Systems"", ""score"": 0.9987000226974487}, {""id"": ""https://openalex.org/T10502"", ""display_name"": ""Advanced Memory and Neural Computing"", ""score"": 0.9976000189781189}]","[{""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.8744276165962219}, {""id"": ""https://openalex.org/keywords/synchronization"", ""display_name"": ""Synchronization (alternating current)"", ""score"": 0.6638700366020203}, {""id"": ""https://openalex.org/keywords/distributed-computing"", ""display_name"": ""Distributed computing"", ""score"": 0.4060535132884979}]",openalex_doi
2192,Introduction to the IEEE 1788-2015 Standard for Interval Arithmetic.,cav,2017,Nathalie Revol,10.1007/978-3-319-63501-9_2,1,10.1007/978-3-319-63501-9_2,https://openalex.org/W2735656501,Numerical Methods and Algorithms,0.9994000196456909,Numerical Methods and Algorithms,0.9994000196456909,Sensor Technology and Measurement Systems,0.9352999925613403,Embedded Systems and FPGA Applications,0.9334999918937683,Interval arithmetic,0.8382929563522339,Standardization,0.730347752571106,Interval (graph theory),0.6862700581550598,"[{""id"": ""https://openalex.org/T11697"", ""display_name"": ""Numerical Methods and Algorithms"", ""score"": 0.9994000196456909}, {""id"": ""https://openalex.org/T12564"", ""display_name"": ""Sensor Technology and Measurement Systems"", ""score"": 0.9352999925613403}, {""id"": ""https://openalex.org/T13292"", ""display_name"": ""Embedded Systems and FPGA Applications"", ""score"": 0.9334999918937683}]","[{""id"": ""https://openalex.org/keywords/interval-arithmetic"", ""display_name"": ""Interval arithmetic"", ""score"": 0.8382929563522339}, {""id"": ""https://openalex.org/keywords/standardization"", ""display_name"": ""Standardization"", ""score"": 0.730347752571106}, {""id"": ""https://openalex.org/keywords/interval"", ""display_name"": ""Interval (graph theory)"", ""score"": 0.6862700581550598}]",openalex_doi
2193,Scaling Up DPLL(T) String Solvers Using Context-Dependent Simplification.,cav,2017,"Andrew Reynolds, Maverick Woo, Clark Barrett, David Brumley, Tianyi Liang, Cesare Tinelli",10.1007/978-3-319-63390-9_24,1,10.1007/978-3-319-63390-9_24,https://openalex.org/W2736027423,Web Application Security Vulnerabilities,0.9995999932289124,Web Application Security Vulnerabilities,0.9995999932289124,Software Engineering Research,0.9957000017166138,Software Testing and Debugging Techniques,0.9947999715805054,Computer science,0.8022328615188599,Python (programming language),0.7895946502685547,DPLL algorithm,0.7482969760894775,"[{""id"": ""https://openalex.org/T12479"", ""display_name"": ""Web Application Security Vulnerabilities"", ""score"": 0.9995999932289124}, {""id"": ""https://openalex.org/T10260"", ""display_name"": ""Software Engineering Research"", ""score"": 0.9957000017166138}, {""id"": ""https://openalex.org/T10743"", ""display_name"": ""Software Testing and Debugging Techniques"", ""score"": 0.9947999715805054}]","[{""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.8022328615188599}, {""id"": ""https://openalex.org/keywords/python"", ""display_name"": ""Python (programming language)"", ""score"": 0.7895946502685547}, {""id"": ""https://openalex.org/keywords/dpll-algorithm"", ""display_name"": ""DPLL algorithm"", ""score"": 0.7482969760894775}]",openalex_doi
2195,Minimization of Symbolic Transducers.,cav,2017,"Olli Saarikivi, Margus Veanes",10.1007/978-3-319-63390-9_10,3,10.1007/978-3-319-63390-9_10,https://openalex.org/W2611485926,Algorithms and Data Compression,0.9997000098228455,Algorithms and Data Compression,0.9997000098228455,semigroups and automata theory,0.9983999729156494,Natural Language Processing Techniques,0.9958999752998352,Computer science,0.7099207639694214,Bisimulation,0.6683895587921143,Unicode,0.6363085508346558,"[{""id"": ""https://openalex.org/T11269"", ""display_name"": ""Algorithms and Data Compression"", ""score"": 0.9997000098228455}, {""id"": ""https://openalex.org/T11567"", ""display_name"": ""semigroups and automata theory"", ""score"": 0.9983999729156494}, {""id"": ""https://openalex.org/T10181"", ""display_name"": ""Natural Language Processing Techniques"", ""score"": 0.9958999752998352}]","[{""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.7099207639694214}, {""id"": ""https://openalex.org/keywords/bisimulation"", ""display_name"": ""Bisimulation"", ""score"": 0.6683895587921143}, {""id"": ""https://openalex.org/keywords/unicode"", ""display_name"": ""Unicode"", ""score"": 0.6363085508346558}]",openalex_doi
2196,Runtime Monitoring with Recovery of the SENT Communication Protocol.,cav,2017,"Konstantin Selyunin, Stefan Jaksic, Thang Nguyen, Christian Reidl, Udo Hafner, Ezio Bartocci, Dejan Nickovic, Radu Grosu",10.1007/978-3-319-63387-9_17,1,10.1007/978-3-319-63387-9_17,https://openalex.org/W2734533983,Formal Methods in Verification,0.9998999834060669,Formal Methods in Verification,0.9998999834060669,Embedded Systems Design Techniques,0.9994999766349792,Software Testing and Debugging Techniques,0.9993000030517578,Computer science,0.8797318935394287,Debugging,0.6933849453926086,Asynchronous communication,0.6391029953956604,"[{""id"": ""https://openalex.org/T10142"", ""display_name"": ""Formal Methods in Verification"", ""score"": 0.9998999834060669}, {""id"": ""https://openalex.org/T10904"", ""display_name"": ""Embedded Systems Design Techniques"", ""score"": 0.9994999766349792}, {""id"": ""https://openalex.org/T10743"", ""display_name"": ""Software Testing and Debugging Techniques"", ""score"": 0.9993000030517578}]","[{""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.8797318935394287}, {""id"": ""https://openalex.org/keywords/debugging"", ""display_name"": ""Debugging"", ""score"": 0.6933849453926086}, {""id"": ""https://openalex.org/keywords/asynchronous-communication"", ""display_name"": ""Asynchronous communication"", ""score"": 0.6391029953956604}]",openalex_doi
2197,Maximum Satisfiability in Software Analysis: Applications and Techniques.,cav,2017,"Xujie Si, Xin Zhang, Radu Grigore, Mayur Naik",10.1007/978-3-319-63387-9_4,2,10.1007/978-3-319-63387-9_4,https://openalex.org/W2736255687,Formal Methods in Verification,0.9995999932289124,Formal Methods in Verification,0.9995999932289124,Software Testing and Debugging Techniques,0.9993000030517578,Software Reliability and Analysis Research,0.9983000159263611,Soundness,0.8330051302909851,Computer science,0.8029254674911499,Maximum satisfiability problem,0.7869632244110107,"[{""id"": ""https://openalex.org/T10142"", ""display_name"": ""Formal Methods in Verification"", ""score"": 0.9995999932289124}, {""id"": ""https://openalex.org/T10743"", ""display_name"": ""Software Testing and Debugging Techniques"", ""score"": 0.9993000030517578}, {""id"": ""https://openalex.org/T12423"", ""display_name"": ""Software Reliability and Analysis Research"", ""score"": 0.9983000159263611}]","[{""id"": ""https://openalex.org/keywords/soundness"", ""display_name"": ""Soundness"", ""score"": 0.8330051302909851}, {""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.8029254674911499}, {""id"": ""https://openalex.org/keywords/maximum-satisfiability-problem"", ""display_name"": ""Maximum satisfiability problem"", ""score"": 0.7869632244110107}]",openalex_doi
2198,E-QED: Electrical Bug Localization During Post-silicon Validation Enabled by Quick Error Detection and Formal Methods.,cav,2017,"Eshan Singh, Clark Barrett, Subhasish Mitra",10.1007/978-3-319-63390-9_6,2,10.1007/978-3-319-63390-9_6,https://openalex.org/W2735921621,VLSI and Analog Circuit Testing,0.9998999834060669,VLSI and Analog Circuit Testing,0.9998999834060669,Integrated Circuits and Semiconductor Failure Analysis,0.9998999834060669,Radiation Effects in Electronics,0.9984999895095825,Computer science,0.8070245385169983,FLOPS,0.6781968474388123,Iddq testing,0.599578320980072,"[{""id"": ""https://openalex.org/T11032"", ""display_name"": ""VLSI and Analog Circuit Testing"", ""score"": 0.9998999834060669}, {""id"": ""https://openalex.org/T14117"", ""display_name"": ""Integrated Circuits and Semiconductor Failure Analysis"", ""score"": 0.9998999834060669}, {""id"": ""https://openalex.org/T11005"", ""display_name"": ""Radiation Effects in Electronics"", ""score"": 0.9984999895095825}]","[{""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.8070245385169983}, {""id"": ""https://openalex.org/keywords/flops"", ""display_name"": ""FLOPS"", ""score"": 0.6781968474388123}, {""id"": ""https://openalex.org/keywords/iddq-testing"", ""display_name"": ""Iddq testing"", ""score"": 0.599578320980072}]",openalex_doi
2200,On Expansion and Resolution in CEGAR Based QBF Solving.,cav,2017,Leander Tentrup,10.1007/978-3-319-63390-9_25,1,10.1007/978-3-319-63390-9_25,https://openalex.org/W2734351583,Formal Methods in Verification,0.9998999834060669,Formal Methods in Verification,0.9998999834060669,"Logic, programming, and type systems",0.9990000128746033,Model-Driven Software Engineering Techniques,0.9954000115394592,Computer science,0.7022974491119385,Propositional calculus,0.6074862480163574,Propositional formula,0.5285500288009644,"[{""id"": ""https://openalex.org/T10142"", ""display_name"": ""Formal Methods in Verification"", ""score"": 0.9998999834060669}, {""id"": ""https://openalex.org/T10126"", ""display_name"": ""Logic, programming, and type systems"", ""score"": 0.9990000128746033}, {""id"": ""https://openalex.org/T11450"", ""display_name"": ""Model-Driven Software Engineering Techniques"", ""score"": 0.9954000115394592}]","[{""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.7022974491119385}, {""id"": ""https://openalex.org/keywords/propositional-calculus"", ""display_name"": ""Propositional calculus"", ""score"": 0.6074862480163574}, {""id"": ""https://openalex.org/keywords/propositional-formula"", ""display_name"": ""Propositional formula"", ""score"": 0.5285500288009644}]",openalex_doi
2201,Ascertaining Uncertainty for Efficient Exact Cache Analysis.,cav,2017,"Valentin Touzeau, Claire Maïza, David Monniaux, Jan Reineke",10.1007/978-3-319-63390-9_2,1,10.1007/978-3-319-63390-9_2,https://openalex.org/W2761823169,Real-Time Systems Scheduling,0.9994999766349792,Real-Time Systems Scheduling,0.9994999766349792,Parallel Computing and Optimization Techniques,0.9991000294685364,Security and Verification in Computing,0.9987000226974487,Computer science,0.9190409183502197,Cache,0.87636399269104,Abstract interpretation,0.7457780838012695,"[{""id"": ""https://openalex.org/T10933"", ""display_name"": ""Real-Time Systems Scheduling"", ""score"": 0.9994999766349792}, {""id"": ""https://openalex.org/T10054"", ""display_name"": ""Parallel Computing and Optimization Techniques"", ""score"": 0.9991000294685364}, {""id"": ""https://openalex.org/T11424"", ""display_name"": ""Security and Verification in Computing"", ""score"": 0.9987000226974487}]","[{""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.9190409183502197}, {""id"": ""https://openalex.org/keywords/cache"", ""display_name"": ""Cache"", ""score"": 0.87636399269104}, {""id"": ""https://openalex.org/keywords/abstract-interpretation"", ""display_name"": ""Abstract interpretation"", ""score"": 0.7457780838012695}]",openalex_doi
2202,Model Counting for Recursively-Defined Strings.,cav,2017,"Minh-Thai Trinh, Duc-Hiep Chu, Joxan Jaffar",10.1007/978-3-319-63390-9_21,2,10.1007/978-3-319-63390-9_21,https://openalex.org/W2735407609,Software Testing and Debugging Techniques,0.998199999332428,Software Testing and Debugging Techniques,0.998199999332428,Advanced Database Systems and Queries,0.9969000220298767,Advanced Malware Detection Techniques,0.9962999820709229,Computer science,0.8207405805587769,Theoretical computer science,0.42492204904556274,Algorithm,0.4192417860031128,"[{""id"": ""https://openalex.org/T10743"", ""display_name"": ""Software Testing and Debugging Techniques"", ""score"": 0.998199999332428}, {""id"": ""https://openalex.org/T10317"", ""display_name"": ""Advanced Database Systems and Queries"", ""score"": 0.9969000220298767}, {""id"": ""https://openalex.org/T11241"", ""display_name"": ""Advanced Malware Detection Techniques"", ""score"": 0.9962999820709229}]","[{""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.8207405805587769}, {""id"": ""https://openalex.org/keywords/theoretical-computer-science"", ""display_name"": ""Theoretical computer science"", ""score"": 0.42492204904556274}, {""id"": ""https://openalex.org/keywords/algorithm"", ""display_name"": ""Algorithm"", ""score"": 0.4192417860031128}]",openalex_doi
2203,Montre: A Tool for Monitoring Timed Regular Expressions.,cav,2017,Dogan Ulus,10.1007/978-3-319-63387-9_16,3,10.1007/978-3-319-63387-9_16,https://openalex.org/W2400705866,Formal Methods in Verification,0.9994999766349792,Formal Methods in Verification,0.9994999766349792,Model-Driven Software Engineering Techniques,0.9987000226974487,Parallel Computing and Optimization Techniques,0.9983999729156494,Computer science,0.8910753726959229,Regular expression,0.7482085824012756,Pattern matching,0.6385471820831299,"[{""id"": ""https://openalex.org/T10142"", ""display_name"": ""Formal Methods in Verification"", ""score"": 0.9994999766349792}, {""id"": ""https://openalex.org/T11450"", ""display_name"": ""Model-Driven Software Engineering Techniques"", ""score"": 0.9987000226974487}, {""id"": ""https://openalex.org/T10054"", ""display_name"": ""Parallel Computing and Optimization Techniques"", ""score"": 0.9983999729156494}]","[{""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.8910753726959229}, {""id"": ""https://openalex.org/keywords/regular-expression"", ""display_name"": ""Regular expression"", ""score"": 0.7482085824012756}, {""id"": ""https://openalex.org/keywords/pattern-matching"", ""display_name"": ""Pattern matching"", ""score"": 0.6385471820831299}]",openalex_doi
2204,Automating Induction for Solving Horn Clauses.,cav,2017,"Hiroshi Unno, Sho Torii, Hiroki Sakamoto",10.1007/978-3-319-63390-9_30,1,10.1007/978-3-319-63390-9_30,https://openalex.org/W2545358040,"Logic, programming, and type systems",0.9998000264167786,"Logic, programming, and type systems",0.9998000264167786,Formal Methods in Verification,0.9993000030517578,"Logic, Reasoning, and Knowledge",0.9975000023841858,Horn clause,0.750688910484314,Computer science,0.6760451793670654,Automated theorem proving,0.6601939797401428,"[{""id"": ""https://openalex.org/T10126"", ""display_name"": ""Logic, programming, and type systems"", ""score"": 0.9998000264167786}, {""id"": ""https://openalex.org/T10142"", ""display_name"": ""Formal Methods in Verification"", ""score"": 0.9993000030517578}, {""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.9975000023841858}]","[{""id"": ""https://openalex.org/keywords/horn-clause"", ""display_name"": ""Horn clause"", ""score"": 0.750688910484314}, {""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.6760451793670654}, {""id"": ""https://openalex.org/keywords/automated-theorem-proving"", ""display_name"": ""Automated theorem proving"", ""score"": 0.6601939797401428}]",openalex_doi
2207,Compositional Model Checking with Incremental Counter-Example Construction.,cav,2017,"Anton Wijs, Thomas Neele",10.1007/978-3-319-63387-9_28,3,10.1007/978-3-319-63387-9_28,https://openalex.org/W2736259393,Formal Methods in Verification,0.9994999766349792,Formal Methods in Verification,0.9994999766349792,Software Testing and Debugging Techniques,0.9958999752998352,Software Reliability and Analysis Research,0.9952999949455261,Model checking,0.9009332060813904,Correctness,0.8999351859092712,Computer science,0.7992532253265381,"[{""id"": ""https://openalex.org/T10142"", ""display_name"": ""Formal Methods in Verification"", ""score"": 0.9994999766349792}, {""id"": ""https://openalex.org/T10743"", ""display_name"": ""Software Testing and Debugging Techniques"", ""score"": 0.9958999752998352}, {""id"": ""https://openalex.org/T12423"", ""display_name"": ""Software Reliability and Analysis Research"", ""score"": 0.9952999949455261}]","[{""id"": ""https://openalex.org/keywords/model-checking"", ""display_name"": ""Model checking"", ""score"": 0.9009332060813904}, {""id"": ""https://openalex.org/keywords/correctness"", ""display_name"": ""Correctness"", ""score"": 0.8999351859092712}, {""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.7992532253265381}]",openalex_doi
2212,SyGuS Techniques in the Core of an SMT Solver.,cav,2017,"Andrew Reynolds, Cesare Tinelli",10.4204/eptcs.260.8,1,10.4204/eptcs.260.8,https://openalex.org/W2770128704,Formal Methods in Verification,0.9998999834060669,Formal Methods in Verification,0.9998999834060669,"Logic, programming, and type systems",0.9994000196456909,Embedded Systems Design Techniques,0.9987000226974487,Satisfiability modulo theories,0.835321307182312,Core (optical fiber),0.6629464626312256,Computer science,0.6508492231369019,"[{""id"": ""https://openalex.org/T10142"", ""display_name"": ""Formal Methods in Verification"", ""score"": 0.9998999834060669}, {""id"": ""https://openalex.org/T10126"", ""display_name"": ""Logic, programming, and type systems"", ""score"": 0.9994000196456909}, {""id"": ""https://openalex.org/T10904"", ""display_name"": ""Embedded Systems Design Techniques"", ""score"": 0.9987000226974487}]","[{""id"": ""https://openalex.org/keywords/satisfiability-modulo-theories"", ""display_name"": ""Satisfiability modulo theories"", ""score"": 0.835321307182312}, {""id"": ""https://openalex.org/keywords/core"", ""display_name"": ""Core (optical fiber)"", ""score"": 0.6629464626312256}, {""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.6508492231369019}]",openalex_doi
2213,SyGuS-Comp 2017: Results and Analysis.,cav,2017,"Rajeev Alur, Dana Fisman, Rishabh Singh, Armando Solar-Lezama",10.4204/eptcs.260.9,1,10.4204/eptcs.260.9,https://openalex.org/W2768805914,Software Testing and Debugging Techniques,0.9994000196456909,Software Testing and Debugging Techniques,0.9994000196456909,Software Engineering Research,0.9986000061035156,Parallel Computing and Optimization Techniques,0.9983999729156494,Computer science,0.7812972068786621,Syntax,0.7173813581466675,Programming language,0.6745275855064392,"[{""id"": ""https://openalex.org/T10743"", ""display_name"": ""Software Testing and Debugging Techniques"", ""score"": 0.9994000196456909}, {""id"": ""https://openalex.org/T10260"", ""display_name"": ""Software Engineering Research"", ""score"": 0.9986000061035156}, {""id"": ""https://openalex.org/T10054"", ""display_name"": ""Parallel Computing and Optimization Techniques"", ""score"": 0.9983999729156494}]","[{""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.7812972068786621}, {""id"": ""https://openalex.org/keywords/syntax"", ""display_name"": ""Syntax"", ""score"": 0.7173813581466675}, {""id"": ""https://openalex.org/keywords/programming-language"", ""display_name"": ""Programming language"", ""score"": 0.6745275855064392}]",openalex_doi
2214,"The 4th Reactive Synthesis Competition (SYNTCOMP 2017): Benchmarks, Participants &amp; Results.",cav,2017,"Swen Jacobs, Nicolas Basset, Roderick Bloem, Romain Brenguier, Maximilien Colange, Peter Faymonville, Bernd Finkbeiner, Ayrat Khalimov, Felix Klein, Thibaud Michaud, Guillermo A. Pérez, Jean-François Raskin, Ocan Sankur, Leander Tentrup",10.4204/eptcs.260.10,1,10.4204/eptcs.260.10,https://openalex.org/W2770931253,Machine Learning in Materials Science,0.4269999861717224,Machine Learning in Materials Science,0.4269999861717224,Software Engineering Research,0.07209999859333038,Scientific Computing and Data Management,0.05620000138878822,Benchmark (surveying),0.8504999876022339,Ranking (information retrieval),0.746999979019165,Competition (biology),0.6222000122070312,"[{""id"": ""https://openalex.org/T11948"", ""display_name"": ""Machine Learning in Materials Science"", ""score"": 0.4269999861717224}, {""id"": ""https://openalex.org/T10260"", ""display_name"": ""Software Engineering Research"", ""score"": 0.07209999859333038}, {""id"": ""https://openalex.org/T11986"", ""display_name"": ""Scientific Computing and Data Management"", ""score"": 0.05620000138878822}]","[{""id"": ""https://openalex.org/keywords/benchmark"", ""display_name"": ""Benchmark (surveying)"", ""score"": 0.8504999876022339}, {""id"": ""https://openalex.org/keywords/ranking"", ""display_name"": ""Ranking (information retrieval)"", ""score"": 0.746999979019165}, {""id"": ""https://openalex.org/keywords/competition"", ""display_name"": ""Competition (biology)"", ""score"": 0.6222000122070312}]",openalex_doi
2215,Performance Heuristics for GR(1) Synthesis and Related Algorithms.,cav,2017,"Elizabeth Firman, Shahar Maoz, Jan Oliver Ringert",https://www.semanticscholar.org/paper/89f1b64d90a6bc218dd8483830b291810699e61a,2,10.1007/s00236-019-00351-9,https://openalex.org/W2992260124,Software Testing and Debugging Techniques,0.9958999752998352,Software Testing and Debugging Techniques,0.9958999752998352,Model-Driven Software Engineering Techniques,0.9922000169754028,Formal Methods in Verification,0.9919000267982483,Heuristics,0.9670177102088928,Computer science,0.7059006690979004,Computation,0.6974197626113892,"[{""id"": ""https://openalex.org/T10743"", ""display_name"": ""Software Testing and Debugging Techniques"", ""score"": 0.9958999752998352}, {""id"": ""https://openalex.org/T11450"", ""display_name"": ""Model-Driven Software Engineering Techniques"", ""score"": 0.9922000169754028}, {""id"": ""https://openalex.org/T10142"", ""display_name"": ""Formal Methods in Verification"", ""score"": 0.9919000267982483}]","[{""id"": ""https://openalex.org/keywords/heuristics"", ""display_name"": ""Heuristics"", ""score"": 0.9670177102088928}, {""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.7059006690979004}, {""id"": ""https://openalex.org/keywords/computation"", ""display_name"": ""Computation"", ""score"": 0.6974197626113892}]",openalex_title_search
2216,"Numerical Software Verification - 9th International Workshop, NSV 2016, Toronto, ON, Canada, July 17-18, 2016, [collocated with CAV 2016], Revised Selected Papers",cav,2017,,https://www.semanticscholar.org/paper/9a036904ff3bc72e6fa93a1efbfef26c542d8155,1,,,,,,,,,,,,,,,,,,,
2217,"Computer Aided Verification - 29th International Conference, CAV 2017, Heidelberg, Germany, July 24-28, 2017, Proceedings, Part I",cav,2017,,https://www.semanticscholar.org/paper/3034a802102079c83361af020e070bf53c10a899,1,,,,,,,,,,,,,,,,,,,
2218,"Computer Aided Verification - 29th International Conference, CAV 2017, Heidelberg, Germany, July 24-28, 2017, Proceedings, Part II",cav,2017,,https://www.semanticscholar.org/paper/3034a802102079c83361af020e070bf53c10a899,1,,,,,,,,,,,,,,,,,,,
2219,"Numerical Software Verification - 10th International Workshop, NSV 2017, Heidelberg, Germany, July 22-23, 2017, Proceedings [collocated with CAV 2017]",cav,2017,,https://ceur-ws.org/Vol-3799/abstract2GDE24.pdf,1,,,,,,,,,,,,,,,,,,,
2220,"Proceedings Sixth Workshop on Synthesis, SYNT@CAV 2017, Heidelberg, Germany, 22nd July 2017.",cav,2017,"Dana Drachsler-Cohen, Sharon Shoham, Eran Yahav",https://www.semanticscholar.org/paper/a023a8f93781daeb8b7ac5eb96e91f461583bda9,1,,,,,,,,,,,,,,,,,,,
2221,Verification-Aided Debugging: An Interactive Web-Service for Exploring Error Witnesses.,cav,2016,"Dirk Beyer, Matthias Dangl",10.1007/978-3-319-41540-6_28,1,10.1007/978-3-319-41540-6_28,https://openalex.org/W2488873977,Software Testing and Debugging Techniques,0.9998000264167786,Software Testing and Debugging Techniques,0.9998000264167786,Software Engineering Research,0.9995999932289124,Software Reliability and Analysis Research,0.9983000159263611,Computer science,0.8657306432723999,Correctness,0.7496088147163391,Debugging,0.74344402551651,"[{""id"": ""https://openalex.org/T10743"", ""display_name"": ""Software Testing and Debugging Techniques"", ""score"": 0.9998000264167786}, {""id"": ""https://openalex.org/T10260"", ""display_name"": ""Software Engineering Research"", ""score"": 0.9995999932289124}, {""id"": ""https://openalex.org/T12423"", ""display_name"": ""Software Reliability and Analysis Research"", ""score"": 0.9983000159263611}]","[{""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.8657306432723999}, {""id"": ""https://openalex.org/keywords/correctness"", ""display_name"": ""Correctness"", ""score"": 0.7496088147163391}, {""id"": ""https://openalex.org/keywords/debugging"", ""display_name"": ""Debugging"", ""score"": 0.74344402551651}]",openalex_doi
2222,Automatic Verification of Iterated Separating Conjunctions Using Symbolic Execution.,cav,2016,"Peter Müller, Malte Schwerhoff, Alexander J. Summers",10.1007/978-3-319-41528-4_22,2,10.1007/978-3-319-41528-4_22,https://openalex.org/W2289508092,"Logic, programming, and type systems",0.9990000128746033,"Logic, programming, and type systems",0.9990000128746033,Software Testing and Debugging Techniques,0.9984999895095825,Formal Methods in Verification,0.998199999332428,Computer science,0.7485634088516235,Permission,0.6967098712921143,Separation logic,0.684238076210022,"[{""id"": ""https://openalex.org/T10126"", ""display_name"": ""Logic, programming, and type systems"", ""score"": 0.9990000128746033}, {""id"": ""https://openalex.org/T10743"", ""display_name"": ""Software Testing and Debugging Techniques"", ""score"": 0.9984999895095825}, {""id"": ""https://openalex.org/T10142"", ""display_name"": ""Formal Methods in Verification"", ""score"": 0.998199999332428}]","[{""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.7485634088516235}, {""id"": ""https://openalex.org/keywords/permission"", ""display_name"": ""Permission"", ""score"": 0.6967098712921143}, {""id"": ""https://openalex.org/keywords/separation-logic"", ""display_name"": ""Separation logic"", ""score"": 0.684238076210022}]",openalex_doi
2223,Verification of Networks of Smart Energy Systems over the Cloud.,cav,2016,Alessandro Abate,10.1007/978-3-319-54292-8_1,3,10.1007/978-3-319-54292-8_1,https://openalex.org/W2587867620,Formal Methods in Verification,0.9991999864578247,Formal Methods in Verification,0.9991999864578247,Smart Grid Security and Resilience,0.9970999956130981,Petri Nets in System Modeling,0.996999979019165,Computer science,0.862776517868042,Robustness (evolution),0.6853414177894592,Smart grid,0.66357421875,"[{""id"": ""https://openalex.org/T10142"", ""display_name"": ""Formal Methods in Verification"", ""score"": 0.9991999864578247}, {""id"": ""https://openalex.org/T10917"", ""display_name"": ""Smart Grid Security and Resilience"", ""score"": 0.9970999956130981}, {""id"": ""https://openalex.org/T11125"", ""display_name"": ""Petri Nets in System Modeling"", ""score"": 0.996999979019165}]","[{""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.862776517868042}, {""id"": ""https://openalex.org/keywords/robustness"", ""display_name"": ""Robustness (evolution)"", ""score"": 0.6853414177894592}, {""id"": ""https://openalex.org/keywords/smart-grid"", ""display_name"": ""Smart grid"", ""score"": 0.66357421875}]",openalex_doi
2224,Stateless Model Checking for POWER.,cav,2016,"Michalis Kokologiannakis, Konstantinos Sagonas",https://www.semanticscholar.org/paper/12a4287ea57aa7fdd21cd7527af6dd92ed1855b0,1,10.1007/978-3-319-41540-6_8,https://openalex.org/W2353662026,Formal Methods in Verification,0.9998000264167786,Formal Methods in Verification,0.9998000264167786,Software Testing and Debugging Techniques,0.9995999932289124,Security and Verification in Computing,0.9977999925613403,Stateless protocol,0.9111649990081787,Computer science,0.8466626405715942,POSIX Threads,0.834888219833374,"[{""id"": ""https://openalex.org/T10142"", ""display_name"": ""Formal Methods in Verification"", ""score"": 0.9998000264167786}, {""id"": ""https://openalex.org/T10743"", ""display_name"": ""Software Testing and Debugging Techniques"", ""score"": 0.9995999932289124}, {""id"": ""https://openalex.org/T11424"", ""display_name"": ""Security and Verification in Computing"", ""score"": 0.9977999925613403}]","[{""id"": ""https://openalex.org/keywords/stateless-protocol"", ""display_name"": ""Stateless protocol"", ""score"": 0.9111649990081787}, {""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.8466626405715942}, {""id"": ""https://openalex.org/keywords/posix-threads"", ""display_name"": ""POSIX Threads"", ""score"": 0.834888219833374}]",openalex_title_search
